50,Grow Gorgeous Intense Thickening Conditioner 250ml,$20.00,None,None,None,"['Aqua/Water/Eau', ' Cetearyl Alcohol', ' Niacinamide', ' Fragrance (Parfum)', ' Glycol Distearate', ' Caffeine', ' Stearamidopropyl Dimethylamine', ' Behentrimonium Chloride', ' Phenoxyethanol', ' Panthenol', ' Lactic Acid', ' Avena Sativa (Oat) Kernel Oil', ' Sodium PCA', ' Sodium Lactate', ' Hydrolyzed Rice Protein', ' Brassica Campestris (Rapeseed) Seed Oil', ' Isopropyl Alcohol', ' Arginine', ' Aspartic Acid', ' Urea', ' PCA', ' Chlorphenesin', ' Allantoin', ' Emblica Officinalis (Amla) Fruit Extract', ' Phytantriol', ' Trisodium Ethylenediamine Disuccinate', ' Disodium Phosphate', ' Sesamum Indicum (Sesame) Seed Oil', ' Glycine', ' Alanine', ' Biotin', ' Caramel', ' Serine', ' Valine', ' Butylphenyl Methylpropional', ' Citric Acid', ' Limonene', ' Linalool', ' Benzyl Alcohol', ' Isoleucine', ' Proline', ' Threonine', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Histidine', ' Phenylalanine', ' Potassium Sorbate', ' Sodium Benzoate', ' Sodium Hydroxide.']",Grow Gorgeous,250ml
51,RAINCRY Nutritive Conditioner 8.0 fl. oz,$36.00,None,None,None,"['Aqua/Water/Eau', ' Behentrimonium Chloride', ' Amodimethicone', ' Centrimonium Chloride', ' Cetearyl Alcohol', ' Ceterath 20', ' Glycerine', ' Cysteine Amino Acids', ' Cystine Amino Acids', ' Sclerocarya Birrea (Marula) Oil', ' Butyrospermum Parkii (Shea Butter)', ' Tocopherol (Vitamin E) Acetate', ' Hydrolyzed Wheat Protein', ' Cocos Nucifera (Coconut) Oil', ' Keratin Amino Acids', ' Ricinus Communis (Castor) Seed Oil', ' Phenoxyethanol', ' Tetra Sodium EDTA ', ' CI 19140', ' Citric Acid', ' CI 15985', ' Fragrance/P']",RAINCRY,8.0 fl. oz
52,evo Bride of Gluttony Volumising Conditioner 300ml,$29.00,5.0,1,None,"['Vp/va Copolymer', ' Cetrimonium Chloride']",evo,1 x 300ml
53,OUTRÉ Shampoo + CBD/Daily Moisture & Repair,$32.00,5.0,2,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Aqua (Water/Eau) Sodium Cocoyl Isethionate', ' Disodium Laureth Sulfosuccinate', ' Sodium Lauryl Sarcosinate', ' Fragrance/Parfum', ' Cocamide Mipa', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Peg-120 Methyl Glucose Dioleate', ' Glycol Disterate', ' Cocamidopropyl Betaine', ' Decyl Glucoside', ' Hydrolyzed Adansonia Disitata Seed Extract', ' Polyquaternium-7', ' Polyquaternium-10', ' Guar Hydroxypropyltrimonium Chloride', ' Citric Acid', ' Benzyl Salicylate', ' Linalool', ' Limonene', ' Methylchloroisothiazolinone', ' Methylisothiazolinone']",OUTRÉ,8oz
54,Alterna Caviar Anti-Aging Replenishing Moisture Conditioner 8.5oz,$34.00,5.0,2,None,"['Aqua/Water/EAU', ' Cetearyl Alcohol', ' Cyclopentasiloxane', ' Cetrimonium Chloride', ' Stearyl Alcohol', ' Behentrimonium Methosulfate', ' Cetyl Alcohol', ' Dimethiconol', ' Wasabia Japonica Root Extract', ' Foeniculum Vulgare (Fennel) Seed Extract', ' Chondrus Crispus (Carrageenan) Extract', ' Hydrolyzed Algae Extract', ' Algae Extract', ' Caviar Extract', ' Linum Usitatissimum (Linseed) Seed Oil', ' Butyrospermum Parkii (Shea Butter)', ' Helianthus Annuus (Sunflower) Seed Extract', ' Saccharomyces Lysate Ferment', ' Saccharomyces Copper Ferment', ' Saccharomyces Zinc Ferment', ' Superoxide Dismutase', ' Lactoferrin', ' Daucus Carota Sativa (Carrot) Root Extract', ' Retinyl Palmitate', ' Phospholipids', ' Corn Oligosaccharides', ' Copper Lysl Oxidase', ' Acetyl Methionine', ' Acetyl Serine', ' Amino Acyl tRNA Synthetase', ' Phytosphingosine', ' Ganoderma Lucidum (Mushroom) Tyrosinase', ' Lentinus Edodes Tyrosinase', ' Glycine Soja (Soybean) Seed Peroxidase', ' Peptone', ' Hydrolyzed Soy Protein', ' Glycine Max (Soybean) Symbiosome Lysate', ' Pikea Robusta Extract', ' Adenosine Triphosphate', ' Niacinamide Polypeptide', ' Ascorbic Acid Polypeptide', ' Pantothenic Acid Polypeptide', ' Papain', ' Bromelain', ' Melanin', ' Melanin Silanetriol', ' Hydrolyzed Oat Protein', ' Hydrolyzed Vegetable Protein PG-Propoyl Silanetriol', ' Divinyldimethicone/Dimethicone Copolymer', ' Hydroxyethylcellulose', ' Cinnamidopropyltrimonium Chloride', ' Jojoba Esters', ' Tocopheryl Acetate', ' Cetrimonium Bromide', ' Glycereth-26', ' Glycerin', ' Butylene Glycol', ' Propylene Glycol', ' Propylene Glycol Dicaprylate Dicaprate', ' PPG-1 Trideceth-6', ' Polyquaternium-37', ' Polyquaternium-10', ' Amodimethicone', ' C11-15 Pareth-7', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Laureth-9', ' Trideceth-12', ' Glycerin', ' Citric Acid', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Methylparaben', ' Parfum/ Fragrance', ' Geraniol', ' Hexyl Cinnamic Aldehyde', ' Linalool', ' Limonene.']",Alterna,None
55,Miriam Quevedo Platinum and Diamonds Luxurious Serum 150ml,$65.00,None,None,None,"['Amino Acids', ' Omega Acids', ' Omega Acids', ' Peptides', ' Keratin', ' Vitamin A', ' Vitamin C', ' Panthenol']",Miriam Quevedo,150ml
56,Miriam Quevedo Extreme Exfoliating Scrub Scalp Mask 250ml,$50.00,None,None,None,"['Amino Acids', ' Niacinamide', ' Omega Acids', ' Peptides', ' Panthenol']",Miriam Quevedo,None
57,RAINCRY Smoothing Shampoo 8.0 fl. oz,$33.00,None,None,None,"['Aqua/Water/Eau', ' Sodium Methyl-2 Sulfolaurate', ' Disodium 2-Sulfolaurate', ' Sodium Lauryl Sulfoacetate', ' Cocamidopropyl Betaine', ' Glycol Stearate', ' D-Panthenol (B5)', ' Emblica Officinalis (Amla) Fruit Extract', ' Simmondsia chinesis (Jojoba) Seed Oil', ' Tocopherol (Vitamin E) Acetate', ' Cocas Nucifera (Coconut) Oil', ' Cysteine Amino Acids', ' Ricinus Communis (Castor) Seed Oil', ' Keratin Amino Acids', ' Hydrolyzed Wheat Protein', ' Phenoxyethanol', ' Citric Acid', ' Polyquaternium 10', ' CI 19140', ' Fragrance/Parfum.']",RAINCRY,8.0 fl. oz
58,Molton Brown Thickening Shampoo with Ginger Extract,$30.00,5.0,1,None,"['Water (Aqua)', ' Sodium Laureth Sulfate', ' Cocamidopropyl Betaine', ' Laureth-7 Citrate', ' Coco-Glucoside', ' Fragrance (Parfum)', ' Lonicera Caprifolium (Honeysuckle) Flower Extract', ' Lonicera Japonica (Honeysuckle) Flower Extract', ' Zingiber Officinale (Ginger) Root Extract', ' Cocodimonium Hydroxypropyl', ' Hydrolyzed Wheat Protein', ' Guar Hydroxypropyltrimonium Chloride', ' Glycerin', ' Panthenol', ' Polymide-1', ' Polyquaternium-7', ' Sorbitan Caprylate', ' Benzophenone-4', ' Limonene', ' Linalool', ' Sodium Phytate', ' Tetrasodium Glutamate Diacetate', ' Propanediol', ' Benzoic Acid', ' Dehydroacetic Acid', ' Phenoxyethanol', ' Potassium Sorbate', ' Sodium Benzoate', ' Sodium Chloride', ' Sodium Hydroxide', ' Caramel', ' Red 4 (CI 14700).']",Molton Brown,300ml
59,Tangle Teezer The Ultimate Hairbrush - Black,$13.50,5.0,1,None,None,Tangle Teezer,None
60,OUTRÉ Instant Repair Hair Mask + CBD/for Serious Stressed Out Strands,$38.00,4.25,4,None,"['Vegan And Free Of: Thc', ' Sulfates', ' Parabens', ' Phthalates', ' Gluten', ' Dmdmh', ' Cruelty Aqua (Water/Eau)', ' Glycerin', ' Dimethicone', ' Isopropyl Palmitate', ' Cetyl Alcohol', ' Behentrimonium Chloride', ' Proppanediol', ' Cocos Nucifera (Coconut) Oil', ' Fragrance/Parfum', ' Phenoxyethanol', ' Stearamidopropyl Dimedthylamine', ' Cannabis Sativa Flower/Leaf/Stem Extract', ' Ethylhexylglycerin', ' Hydroxyethylcellulose', ' Cinnamidoprpyltrimonium Chloride', ' Citric Acid', ' Benzyl Salicylate', ' Linalool', ' Limonene']",OUTRÉ,4oz
61,Alterna Caviar Smoothing Anti-Frizz Shampoo and Conditioner 16.5 oz,$104.00,None,None,None,"['Shampoo: Water/Aqua/Eau', ' Sodium Lauroyl Methyl Isethionate', ' Cocamidopropyl Hydroxysultaine', ' Disodium Cocoyl Glutamate', ' Potassium Cocoyl Glycinate', ' Sodium Lauroyl Sarcosinate', ' Decyl Glucoside', ' Potassium Cocoate', ' Cocamidopropylamine Oxide', ' Glycereth-26', ' Sodium Cocoyl Glutamate', ' PEG-120 Methyl Glucose Dioleate', ' Camellia Oleifera Seed Oil', ' Crambe Abyssinica Seed Oil', ' Oryza Sativa (Rice) Bran Oil', ' Passiflora Incarnata Seed Oil', ' Persea Gratissima (Avocado) Oil', ' Laminaria Digitata Extract', ' Glycine Soja (Soybean) Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Caviar Extract', ' Panthenol', ' Phospholipids', ' Glycerin', ' Cocodimonium Hydroxypropyl Silk Amino Acids', ' Ascorbic Acid', ' Polysilicone-15', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Superoxide Dismutase', ' PPG-3 Benzyl Ether Myristate', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Guar Hydroxypropyltrimonium Chloride', ' Ethylhexylglycerin', ' Quaternium-91', ' Methyl Gluceth-20', ' Caprylyl Glycol', ' Polyquaternium-10', ' Polyquaternium-44', ' Polyquaternium-55', ' Glycol Distearate', ' Tocopherol', ' Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate', ' Tocopheryl Acetate', ' Citric Acid', ' Trisodium Ethylenediamine Disuccinate', ' Tetrasodium EDTA', ' Disodium EDTA', ' Phenoxyethanol', ' Potassium Sorbate', ' Sodium Benzoate', ' Fragrance (Parfum). (10-17-8470)']",Alterna,2 x 16.5oz
62,Alterna Caviar Anti-Aging Replenishing Moisture Conditioner 16.5oz (Worth $66),$52.00,4.67,3,None,"['Water (Aqua)', ' Cetearyl Alcohol ', ' Cyclopentasiloxane', ' Behentrimonium Chloride', ' Cetrimonium Chloride', ' Glycerin', ' Dimethicone', ' Hydrolyzed Rice Protein', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Ascorbic Acid', ' Linum Usitatissimum (Linseed) Seed Oil', ' Caviar Extract', ' Polysilicone-15', ' Phospholipids', ' Helianthus Annuus (Sunflower) Seed Oil', ' Tocopheryl Acetate', ' Butyrospermum Parkii (Shea) Butter', ' Divinyldimethicone/Dimethicone Copolymer', ' Algae Extract', ' Jojoba Esters', ' Cetrimonium Bromide', ' Dimethiconol', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Iron Ferment', ' Superoxide Dismutase', ' Amodimethicone', ' C11-15 Pareth-7', ' Glycereth-26', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Trideceth-12', ' Polyquaternium-37', ' Laureth-9', ' Dicaprylyl Carbonate', ' Lauryl Glucoside', ' Guar Hydroxypropyltrimonium Chloride', ' Butylene Glycol', ' Disodium EDTA', ' Citric Acid', ' Methylisothiazolinone', ' Phenoxyethanol', ' Fragrance (Parfum).']",Alterna,16.5 oz
63,Phytoelixir Intense Nutrition Subtil Oil 2.5 oz,$40.00,5.0,1,None,"['Zea Mays (Corn) Germ Oil (Huile De Germe De Maïs)', ' Zea Mays (Corn) Oil (Huile De Maïs)', ' Squalane (Derive D’huile D’olive)', ' Camellia Oleifera Seed Oil (Huile De Camelia)', ' Fragrance / Parfum', ' Pongamia Glabra Seed Oil (Huile De Karanja)', ' Egg Yolk Extract (Ovum Oil) (Huile D’oeuf)', ' Helianthus Annuus (Sunflower) Seed Oil (Huile De Tournesol)', ' Glycine Soja (Soybean) Lipids (Lipides De Soja)', ' Tocopherol. Botanical & Natural Origin.']",Phyto,75ml
64,Philip B Peppermint Avocado Shampoo 220ml,$36.00,4.0,1,None,"['Water (Aqua)', ' Sodium Laureth Sulfate', ' PEG-120 Methyl Glucose Dioleate', ' Polysorbate 20', ' Fragrance (Parfum)', ' Cocamidopropyl Betaine', ' Propylene Glycol', ' Menthol', ' Hydrolyzed Soy Protein', ' Citric Acid', ' Cocodimonium Hydroxypropyl Hydrolyzed Wheat Protein', ' Geranium Maculatum Extract', ' Gardenia Florida Flower Extract', ' Prunus Amygdalus Dulcis (Sweet Almond) Seed Extract', ' Juglans Nigra (Black Walnut) Shell Extract', ' Lavandula Angustifolia (Lavender) Flower Extract', ' Olea Europaea (Olive) Fruit Extract', ' Betula Alba Leaf Extract', ' Echinacea Purpurea Extract', ' Ginkgo Biloba Leaf Extract', ' Panax Ginseng Root Extract', '\xa0Camellia Oleifera Leaf Extract', ' Dioscorea Villosa (Wild Yam) Root Extract', ' Vitis Vinifera (Grape) Seed Extract', ' Arachis Hypogaea (Peanut) Oil', ' Cananga Odorata Flower Oil', ' Persea Gratissima (Avocado) Oil', ' Sesamum Indicum (Sesame) Seed Oil', ' Simmondsia Chinensis (Jojoba) Seed Oil', ' Limonene', ' Yellow 5 (CI 19140)', ' Methylchloroisothiazolinone', ' Blue 1 (CI 42090)', ' Methylisothiazolinone', ' Red 4 (CI 14700)', ' Arctium Lappa Root Extract', ' Chamomilla Recutita (Matricaria) Flower Extract', ' Equisetum Arvense Extract', ' Frangula Alnus Bark Extract', ' Juglans Nigra (Black Walnut) Leaf Extract', ' Larrea Divaricata Extract', ' Quassia Amara Wood Extract', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Symphytum Officinale Rhizome/Root Extract', ' Urtica Dioica (Nettle) Extract.']",Philip B,220ml
65,Me Sleek Hair Reduction Device for Men/Women,$299.00,5.0,2,None,None,Me,None
66,Alterna Caviar Anti-Aging Replenishing Moisture Shampoo 16.5oz (Worth $66),$52.00,4.5,4,None,"['Water (Aqua)', ' Disodium Laureth Sulfosuccinate', ' Sodium Cocoyl Isethionate', ' Sodium Lauryl Sulfoacetate', ' Cocamidopropyl Hydroxysultaine', ' Sodium Lauroyl Sarcosinate', ' Cocamidopropylamine Oxide', ' Acrylates Copolymer', ' Methyl Gluceth-20', ' Glycol Distearate', ' Glycereth-26', ' Algae Extract', ' Amodimethicone', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Iron Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Phospholipids', ' Soy Amino Acids', ' Sodium Phytate', ' Polysilicone-15Linum Usitatissimum (Linseed) Seed Oil', ' Helianthus Annuus (Sunflower) Seed Oil', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Glycerin', ' Laureth-9', ' Caviar Extract', ' Butyrospermum Parkii (Shea) Butter', ' Ascorbic Acid', ' Superoxide Dismutase', ' Polyquaternium-10', ' Trideceth-12', ' Tocopheryl Acetate', ' C12-13 Pareth-3', ' C12-13 Pareth-23', ' Divinyldimethicone/Dimethicone Copolymer', ' Lauryl Alcohol', ' C11-15 Pareth-7', ' Butylene Glycol', ' Polyquaternium-7', ' Decyl Glucoside', ' Dihydroxypropyl PEG-5 Linoleammonium Chloride', ' Guar Hydroxypropyltrimonium Chloride', ' Citric Acid', ' Disodium EDTA', ' Aminomethyl Propanol', ' Isopropyl Alcohol', ' Tetrasodium EDTA', ' Alcohol', ' Potassium Sorbate', ' Polyaminopropyl Biguanide', ' Benzoic Acid', ' Phenoxyethanol', ' Methylisothiazolinone', ' Fragrance (Parfum).']",Alterna,16.5 oz
67,T3 Source Showerhead,$150.00,4.0,2,None,None,T3,None
68,T3 Twirl Trio Convertible Curling Iron,$335.00,None,None,None,None,T3,None
69,Christophe Robin Shade Variation Mask - Baby Blonde (8.4oz),$53.00,5.0,2,None,"['Aqua (Water)', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Behentrimonium Chloride', ' Glycerin', ' Cetrimonium Chloride', ' Parfum (Fragrance)', ' Mauritia Flexuosa Fruit Oil', ' Ethylhexyl Methoxycinnamate', ' Prunus Amygdalus Dulcis Oil', ' Hydrogenated Vegetable Oil', ' Tocopheryl Acetate', ' Butyrospermum Parkii (Shea) Butter', ' Citric Acid', ' Sericin', ' Iris Florentina Root Extract', ' Potassium Sorbate', ' Sodium Benzoate', ' Disodium Edta', ' Ci 60730 (Acid Violet 43)', ' Tocopherol', ' Bht.']",Christophe Robin,250ml
70,"T3 Lucea 1"" Professional Straightening & Styling Flat Iron",$149.99,None,None,None,None,T3,None
71,Miriam Quevedo Black Baccara Hair Repairing and Multiplying Serum 100ml,$45.00,None,None,None,"['Amino Acids', ' Omega Acids', ' Peptides', ' Keratin', ' Vitamin A', ' Vitamin C', ' Vitamin E', ' Plant Stem Cells']",Miriam Quevedo,100ml
72,Alterna Caviar Multiplying Volume Conditioner 16.5oz (Worth $66),$52.00,None,None,None,"['Water/Aqua/Eau', ' Cetearyl Alcohol', ' Stearamidopropyl Dimethylamine', ' Glycerin', ' Dimethicone', ' Behentrimonium Methosulfate', ' Cetrimonium Chloride', ' Phospholipids', ' Caviar Extract', ' Alaria Esculenta Extract', ' Helianthus Annuus (Sunflower) Seed Oil', ' Glycine Soja (Soybean) Oil', ' Macrocystis Pyrifera (Kelp) Extract', ' Linum Usitatissimum (Linseed) Seed Oil', ' Butyrospermum Parkii (Shea) Butter', ' Keratin', ' Hydrolyzed Keratin', ' Biotin', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Iron Ferment', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Superoxide Dismutase', ' Polysilicone-15', ' Panthenol', ' Tocopherol', ' Tocopheryl Acetate', ' Ethylhexylglycerin', ' Ascorbic Acid', ' Butylene Glycol', ' Polyimide-1', ' Hydroxyethylcellulose', ' Guar Hydroxypropyltrimonium Chloride', ' Disodium EDTA', ' Citric Acid', ' Phenoxyethanol', ' Sodium Benzoate', ' Potassium Sorbate', ' Fragrance (Parfum). (10-16-34985)']",Alterna,16.5oz
73,Iluminage TOUCH Permanent Hair Reduction System,$449.00,3.67,3,None,None,Iluminage,None
74,Alterna Caviar Multiplying Volume Shampoo 16.5oz (Worth $66.00),$52.00,5.0,1,None,"['Water/Aqua/Eau', ' Cocamidopropyl Betaine', ' Sodium Methyl 2-Sulfolaurate', ' Disodium 2-Sulfolaurate', ' Sodium Methyl Cocoyl Taurate', ' Lauramide MEA', ' Acrylates/Vinyl Neodecanoate Crosspolymer', ' Glycereth-26', ' Caviar Extract', ' Alaria Esculenta Extract', ' Helianthus Annuus (Sunflower) Seed Oil', ' Macrocystis Pyrifera (Kelp) Extract', ' Linum Usitatissimum (Linseed) Seed Oil', ' Butyrospermum Parkii (Shea) Butter', ' Keratin', ' Hydrolyzed Keratin', ' Biotin', ' Phospholipids', ' Saccharomyces/Magnesium Ferment', ' Saccharomyces/Copper Ferment', ' Saccharomyces/Silicon Ferment', ' Saccharomyces/Zinc Ferment', ' Saccharomyces/Iron Ferment', ' Hydrolyzed Vegetable Protein PG-Propyl Silanetriol', ' Superoxide Dismutase', ' Ascorbic Acid', ' Polysilicone-15', ' Tocopherol', ' Glycerin', ' Panthenol', ' Sodium Lauroyl Sarcosinate', ' VP/DMAPA Acrylates Copolymer', ' Cetrimonium Chloride', ' PEG-150 Distearate', ' Disodium EDTA', ' Citric Acid', ' Butylene Glycol', ' Tetrasodium EDTA', ' Phenoxyethanol', ' Potassium Sorbate', ' Hydroxypropyl Cyclodextrin', ' Silicone Quaternium-8', ' Silicone Quaternium-16', ' Benzalkonium Chloride', ' Undeceth-11', ' Butyloctanol', ' Undeceth-5', ' Iodopropynyl Butylcarbamate', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Fragrance (Parfum). (10-16-35470).']",Alterna,16.5oz
75,Christophe Robin Temporary Color Gel - Dark Chestnut 100ml,$35.00,None,None,None,None,Christophe Robin,100ml
76,ghd Unplugged Cordless Styler - White,$299.00,None,None,None,None,ghd,12oz
77,Grow Gorgeous Intense Density Discovery Kit (Worth $65.00),$58.00,None,None,None,"['Shampoo:\xa0Aqua/Water/Eau', ' Sodium Cocoyl Isethionate', ' Sodium Methyl Cocoyl Taurate', ' Cocamidopropyl Betaine', ' Fragrance (Parfum)', ' Caffeine', ' Acrylates/C10-30 Alkyl Acrylate Crosspolymer', ' Sodium Chloride', ' Inositol', ' Coconut Acid', ' Lauryl Glucoside', ' Panthenol', ' Niacinamide', ' Sodium Benzoate', ' Sodium PCA', ' Sodium Lactate', ' Hydrolyzed Rice Protein', ' Arginine', ' Potassium Sorbate', ' Sodium Isethionate', ' Glycerin', ' Aspartic Acid', ' Polyquaternium-10', ' PCA', ' Allantoin', ' Disodium EDTA', ' Phytantriol', ' Glycine', ' Alanine', ' Urea', ' Serine', ' Valine', ' Benzyl Alcohol', ' Butylphenyl Methylpropional', ' Disodium Phosphate', ' Limonene', ' Linalool', ' Isoleucine', ' Proline', ' Threonine', ' Biotin', ' Centella Asiatica (Gotu Kola) Extract', ' Histidine', ' Phenylalanine', ' Citric Acid', ' Sodium Hydroxide.']",Grow Gorgeous,1 x 60ml / 3 x 50ml
78,Christophe Robin Shade Variation Mask - Chic Copper (8.7oz),$53.00,None,None,None,"['Aqua (Water)', ' Cetearyl Alcohol', ' Cetyl Alcohol', ' Behentrimonium Chloride', ' Glycerin', ' Cetrimonium Chloride', ' Mauritia Flexuosa Fruit Oil', ' Parfum (Fragrance)', ' Ethylhexyl Methoxycinnamate', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Hydrogenated Vegetable Oil', ' Citric Acid', ' Daucus Carota Sativa (Carrot) Extract', ' Sericin', ' Tocopheryl Acetate', ' Zea Mays\xa0 (Corn) Germ Oil', ' Butyrospermum Parkii (Shea) Butter', ' Disodium Edta', ' Sodium Benzoate', ' Potassium Sorbate', ' Ci 12251(Basic Brown 17)', ' Ci 12719 (Basic Yellow 57)', ' Tocopherol', ' Bht.']",Christophe Robin,250ML
79,Alterna Caviar Anti-Aging Replenishing Moisture Shampoo 8.5 oz,$34.00,4.06,17,None,"['Aqua/Water/EAU', ' Sodium Cocoyl Isethionate', ' Sodium Lauryl Sulfoacetate', ' Disodium Laureth Sulfosuccinate', ' Cocamidopropyl Hydroxysultaine', ' Sodium Lauroyl Sarcosinate', ' Cocamidopropylamine Oxide', ' Decyl Glucoside', ' Lauryl Alcohol', ' Glycereth-26', ' Glycol Distearate', ' Amodimethicone', ' Wasabia Japonica Root Extract', ' Foeniculum Vulgare (Fennel) Seed Extract', ' Chondrus Crispus (Carrageenan) Extract', ' Hydrolyzed Algae Extract', ' Algae Extract', ' Caviar Extract', ' Linum Usitatissimum (Linseed) Seed Oil', ' Butyrospermum Parkii (Shea Butter)', ' Helianthus Annuus (Sunflower) Seed Extract', ' Saccharomyces Lysate Ferment', ' Saccharomyces Copper Ferment', ' Saccharomyces Zinc Ferment', ' Superoxide Dismutase', ' Lactoferrin', ' Daucus Carota Sativa (Carrot) Root Extract', ' Retinyl Palmitate', ' Phospholipids', ' Corn Oligosaccharides', ' Copper Lysl Oxidase', ' Acetyl Methionine', ' Acetyl Serine', ' Amino Acyl tRNA Synthetase', ' Phytosphingosine', ' Ganoderma Lucidum (Mushroom) Tyrosinase', ' Lentinus Edodes Tyrosinase', ' Glycine Soja (Soybean) Seed Peroxidase', ' Peptone', ' Hydrolyzed Soy Protein', ' Glycine Max (Soybean) Symbiosome Lysate', ' Pikea Robusta Extract', ' Adenosine Triphosphate', ' Niacinamide Polypeptide', ' Ascorbic Acid Polypeptide', ' Pantothenic Acid Polypeptide', ' Papain', ' Bromelain', ' Melanin', ' Melanin Silanetriol', ' Wheat Amino Acids', ' Hydrolyzed Wheat Protein', ' Hydrolyzed Soy Protein', ' Hydrolyzed Oats', ' Hydrolyzed Vegetable Protein PG-Propoyl Silanetriol', ' Tocopheryl Acetate', ' Guar Hydroxypropyltrimonium Chloride', ' Cinnamidopropyltrimonium Chloride', ' Polyquaternium-10', ' Polyquaternium-7 Dihydroxypropyl PEG-5 Linoleammonium Chloride', ' C11-15 Pareth-7', ' Laureth 9', ' Trideceth-12', ' C12-13 Pareth-23', ' C12-13 Pareth-3', ' Glycerin', ' Propylene Gycol', ' Citric Acid', ' Butylene Glycol', ' Aminomethyl Propanol', ' Acrylates Copolymer', ' Parfum/ Fragrance', ' Methylchloroisothiazolinone', ' Methylisothiazolinone', ' Methylparaben', ' Propylparaben', ' Geraniol', ' Hexyl Cinnamic Aldehyde', ' Linalool', ' Limonene.']",Alterna,8.5 fl. oz
80,WetBrush Pro Flex Dry Brush,$13.99,None,None,None,None,WetBrush,None
81,SILKE Hair Wrap The Eva - Black,$65.00,3.5,2,None,None,SILKE London,None
82,NUXE Huile Prodigieuse Or Golden Shimmer Multi-Purpose Dry Oil 100ml,$51.00,5.0,1,None,"['Coco-Caprylate/Caprate', ' Macadamia Integrifolia Seed Oil', ' Dicaprylyl Ether', ' Caprylic/Capric Triglyceride', ' Prunus Amygdalus Dulcis (Sweet Almond) Oil', ' Corylus Avellana (Hazel) Seed Oil', ' Mica', ' Camellia Oleifera Seed Oil', ' Parfum/Fragrance', ' Silica', ' Camellia Japonica Seed Oil', ' Tocopherol', ' Ci 77891/Titanium Dioxide', ' Argania Spinosa Kernel Oil', ' Borago Officinalis Seed Oil', ' Ci 77491/Iron Oxides', ' Tocopheryl Acetate', ' Helianthus Annuus (Sunflower) Seed Oil', ' Rosmarinus Officinalis (Rosemary) Leaf Extract', ' Polyglyceryl-3 Diisostearate', ' Ascorbic Acid', ' Solanum Lycopersicum (Tomato) Fruit Extract', ' Benzyl Salicylate', ' Linalool', ' Limonene', ' Citronellol', ' Geraniol', ' Benzyl Alcohol [N2213/A].']",NUXE,100ml
83,Grow Gorgeous Volume Bodifying Leave-in Serum 150ml,$20.00,5.0,1,None,"['Aqua/Water/Eau', ' Dimethyl Isosorbide', ' Fragrance (Parfum)', ' PPG-26-Buteth-26', ' PEG-40 Hydrogenated Castor Oil', ' Hydrolysed Pea Protein', ' Phenoxyethanol', ' Polyacrylate Crosspolymer-6', ' Hydrolyzed Rice Protein', ' Sodium PCA', ' Sodium Lactate', ' Chlorphenesin', ' Amaranthus Caudatus (Amaranth) Seed Extract', ' Arginine', ' Aspartic Acid', ' PCA', ' Trisodium Ethylenediamine Disuccinate', ' Leuconostoc/Radish Root Ferment Filtrate', ' T-Butyl Alcohol', ' Butylphenyl Methylpropional', ' Limonene', ' Glycine', ' Linalool', ' Alanine', ' Citric Acid', ' Serine', ' Benzyl Alcohol', ' Alpha-Isomethyl Ionone', ' Sodium Benzoate', ' Valine', ' Cinnamyl Alcohol', ' Rhizobian Gum', ' Sodium Hyaluronate', ' Isoleucine', ' Proline', ' Threonine', ' Potassium Sorbate', ' Histidine', ' Phenylalanine', ' Sodium Hydroxide.']",Grow Gorgeous,150ml
